Gene,P,Number of variants
KIAA0226,0.515153875,12
MRGPRX2,0.515506628,2
OR9A4,0.515552867,2
CRB2,0.515783405,14
SYT17,0.51578724,3
FAM101B,0.515852992,2
DCDC2B,0.516099874,3
PML,0.516101009,15
TERT,0.516119518,5
ZNF16,0.516130601,6
RASIP1,0.516131362,3
ISOC2,0.516158299,2
PRG3,0.516179744,4
MUC6,0.516212519,26
METTL13,0.516303081,5
KIAA1107,0.516607203,4
AXIN1,0.516679457,10
DAK,0.516703013,11
SCRN3,0.516703275,4
OGFR,0.51711044,3
ZNF177,0.517168579,14
ZNF559-ZNF177,0.517168579,14
ZSCAN18,0.517246003,4
CPD,0.517449544,7
METTL21A,0.517544774,4
DST,0.51775037,49
EMC3,0.517898528,4
THAP9,0.517922555,7
ADAM22,0.51802722,7
INSL3,0.518089034,3
C14orf28,0.518145334,3
TMEM70,0.518150728,4
TRIM62,0.518156141,9
ATN1,0.518211699,4
LGR4,0.518215332,7
RAET1L,0.51838053,3
GCC2,0.518569047,15
TMEM104,0.518603138,15
NRL,0.518688269,17
CAPSL,0.518806611,3
MPP6,0.518854715,2
DKK3,0.518904688,3
WDR19,0.51900259,6
CNOT6,0.519016866,4
OSBPL6,0.51909578,7
PANX1,0.51914061,6
OR51B4,0.519150755,11
MAG,0.519186626,8
JPH4,0.519261648,3
SPATA4,0.519284782,4
PRSS45,0.51930414,6
TMC7,0.519334101,5
PRC1,0.519462382,3
KIAA1257,0.519563524,3
CD300E,0.519584277,3
XPOT,0.519652609,3
RNASE9,0.519719413,6
NUSAP1,0.519730066,5
AFF4,0.519788061,7
FOXN4,0.519914639,2
GNGT1,0.520036051,6
RTEL1,0.520078375,20
ANO4,0.520107823,2
MACC1,0.520130164,11
ARFGAP3,0.52018439,7
LRRC27,0.52021068,8
CATSPERD,0.520302071,7
IRAK4,0.520408023,2
CORO6,0.520463399,3
PCDHB5,0.520471499,3
TRPM7,0.520600897,8
COL1A2,0.520718052,11
GSDMA,0.520741091,4
BOK,0.520758522,2
KIAA1586,0.520968574,4
GPR35,0.520969116,6
CHMP2B,0.521092921,3
PRSS50,0.521139477,12
UNC45A,0.521156937,13
GGNBP2,0.52129761,3
SRRD,0.521302088,4
BMP2K,0.521375781,11
PPP4R2,0.521390487,3
PDPR,0.521506991,6
CEACAM20,0.521520445,8
CAPZA3,0.52166341,6
SMCP,0.52167325,2
TMPRSS6,0.521688881,13
OVCH1,0.52182575,16
GALR3,0.521892373,2
LTF,0.521903703,14
DIS3L2,0.522170877,6
WDR65,0.522181695,7
GRHL3,0.522302325,5
SUSD3,0.522631676,6
KCNV2,0.522875198,5
EYS,0.522921615,5
PLEKHM3,0.523067397,4
P2RX1,0.523144512,3
ZNF100,0.523277821,2
PARP9,0.523351678,5
CNGA1,0.523407374,5
ANXA10,0.523503313,2
DSG4,0.523539817,16
NCKAP5L,0.523553892,5
C16orf55,0.52355606,2
LCN2,0.523587745,4
TMEM135,0.523749406,2
PRKCZ,0.523784787,3
GRIK1,0.523843021,3
TMEM19,0.523870675,3
PRSS12,0.523887824,9
G6PC,0.524036355,3
PLD1,0.524062447,6
SLC22A10,0.524102497,27
GMCL1,0.52412133,2
MMP20,0.524122501,13
DIS3L,0.524169511,13
OPRD1,0.524251957,2
ATP6V1E2,0.524388244,5
PIN1,0.524415695,2
GPR75,0.524451237,6
ALG5,0.524524633,2
NSMCE4A,0.524538844,2
BAHD1,0.524546103,6
CST11,0.524597434,2
RRH,0.52466938,5
SPOCK3,0.524719524,3
NCOA3,0.524897909,8
FAM98A,0.525019544,5
KIAA1244,0.525095871,14
FRZB,0.525199551,4
CLIP3,0.525308017,2
APBB1,0.525308328,4
EYA2,0.525614327,7
CCDC109B,0.525864578,5
CYP7A1,0.526025297,5
ATG3,0.526027766,2
CCDC47,0.526095412,2
EDDM3A,0.526172813,2
PCDHA2,0.526373838,47
SEMA6A,0.526403802,5
TMEM194B,0.526423067,2
PTPRF,0.526563594,20
MPO,0.526659601,6
LDHB,0.526684014,2
CLSTN1,0.526760258,10
LRRC7,0.526766522,9
TMEM214,0.526890223,4
CCDC147,0.52695431,15
SPATC1,0.527140031,9
ARHGEF38,0.527238085,4
MFAP1,0.527332502,2
IRF2BPL,0.527339228,3
FAM221A,0.527491466,3
ME1,0.527527211,6
EVL,0.527595969,4
OR9I1,0.527635582,2
NHP2,0.527753803,2
TEX30,0.527798457,2
EMR2,0.527839627,14
RIMS2,0.52793152,9
ZNF324B,0.528022563,2
FAT3,0.528184857,27
MMP12,0.528213297,5
VGLL4,0.52835541,2
DEFB129,0.528544098,2
ENDOG,0.528577249,3
FBXW12,0.528628619,5
MBOAT1,0.52864103,4
OR5A1,0.528787832,10
DSN1,0.528789586,4
ADAM33,0.528961054,7
SNX27,0.529024402,4
SIDT1,0.529219854,14
NFRKB,0.529234349,8
TSGA13,0.529264522,2
RARS2,0.529313701,6
SLC31A2,0.529376814,3
TRIM6,0.529452385,5
TBC1D10C,0.529577012,5
DARS2,0.529875626,5
TCTN2,0.529901368,5
IMPACT,0.529972957,4
TFPI2,0.530142977,5
ELL3,0.530171821,5
OR5R1,0.530179579,4
OR2M5,0.530410458,2
PIWIL1,0.530453718,3
MTSS1L,0.530503149,5
STEAP3-AS1,0.530765252,11
ST18,0.53088152,8
ARHGEF4,0.531047497,10
GJB5,0.531156776,4
TNNT2,0.531195644,4
TNFRSF10C,0.531211847,3
ADAMTS20,0.531233878,9
CMIP,0.531341902,2
C11orf45,0.531382602,4
FGF5,0.531418177,5
GPC5,0.531633656,7
TTC17,0.531685656,7
NAT1,0.531772037,2
FAM196A,0.531971528,6
DCDC1,0.532037637,4
SH3TC2,0.532091138,16
PCDHGA3,0.532145201,100
MRAP,0.532410833,4
KIAA0922,0.532485536,13
NKAIN4,0.53253829,4
UBE2O,0.532564605,5
MGEA5,0.532607888,4
ITGB4,0.532666459,21
KDM5B,0.532732379,10
ZFP36,0.532820037,2
GPN2,0.532831691,6
AGTPBP1,0.532897864,4
ARHGAP39,0.532949414,5
CRISPLD2,0.533009166,5
RGS2,0.533149877,5
C19orf42,0.533218212,2
COMP,0.533304108,3
DAZL,0.533373215,2
FAM134A,0.533679914,2
NUDT4,0.533718319,2
FZD3,0.533759979,3
NLRP10,0.53401447,8
CRAT,0.534036597,13
TDRD6,0.534049135,20
CLPX,0.534082211,4
CDC25B,0.534098065,2
NR3C2,0.534124002,4
TMEM208,0.534124863,2
REXO1,0.534136955,11
ALS2CR12,0.534137266,2
CDC73,0.53417073,2
ARID1B,0.534247695,10
CTIF,0.534425693,7
TTC28,0.534444566,7
NDRG2,0.534575038,14
FANCL,0.534730189,5
TIGD6,0.534752761,7
DDX50,0.534931655,6
USP38,0.534951645,4
SPG20,0.534998551,2
FHL5,0.535043021,2
OR10A7,0.535281977,6
SERPINF2,0.535304469,4
PSEN2,0.535330817,5
MPP2,0.535444879,3
SLC36A1,0.535460272,7
LRRC30,0.535525015,4
PEX11G,0.53566442,6
TYMP,0.535674847,5
C19orf18,0.535736618,2
PLCD4,0.535748154,8
NGRN,0.535770533,3
ZNF254,0.535863047,2
NOX5,0.53615115,19
C9orf106,0.536164739,2
DDX31,0.536211601,16
PCDHB6,0.53627205,2
LRR1,0.536282504,5
CCNF,0.536298996,3
ZFYVE1,0.536327228,3
FRMD6,0.53643522,9
RAET1E,0.536440842,2
ZC3H15,0.536620395,2
ELMOD3,0.536831988,5
KBTBD10,0.536914719,3
ALDOA,0.536922087,2
CHKA,0.537008459,2
SON,0.537034785,24
PPP1R13B,0.537241974,7
CCDC92,0.537273061,15
F13A1,0.537290747,4
RLF,0.537377958,8
IGF1,0.537392196,2
LIMA1,0.537453396,7
ZNF790,0.53747764,5
TCEB3,0.537556085,7
WDR1,0.537645897,3
PIGM,0.537654468,3
TULP3,0.537795692,5
C16orf88,0.537839446,7
OR52L1,0.538100279,3
SPR,0.538179805,2
LAMC1,0.53821197,14
CDA,0.53828827,3
PNPLA5,0.538352485,10
BAZ2B,0.538429021,17
GOT1,0.538554136,5
UBE2Q2,0.538572187,2
FARSB,0.538583484,3
RGS8,0.539110171,2
SPOCD1,0.539147492,5
PSEN1,0.539169833,3
DYDC1,0.539206703,2
SLC9A3R2,0.539228326,4
AQP6,0.539230609,3
PCDHA3,0.539472562,42
REEP3,0.539492652,2
SCYL3,0.539541636,7
GP9,0.539633006,3
ZNF786,0.539745292,4
PRR7-AS1,0.539864337,3
TMEM200C,0.539924136,2
LMOD1,0.540078929,6
HEPACAM,0.540133261,5
C8orf86,0.540165891,4
HOOK2,0.54024129,17
FBXO32,0.540287127,2
OR7C1,0.54048965,3
NPC1L1,0.540513048,19
ZNF233,0.540570821,6
LRP5L,0.540714527,8
SNX9,0.540773634,3
CD80,0.54079237,3
ZNF284,0.540832649,4
TMEM186,0.541009554,7
RBPJ,0.541079884,2
LIG4,0.541114961,8
OR4C13,0.541226092,2
LCN6,0.541330786,7
UNC93A,0.541332236,5
DBNL,0.541389201,11
TRIM14,0.541599591,6
PRDM14,0.541609805,3
RAB37,0.541829376,5
NXNL1,0.541891207,3
LTBP2,0.541911737,26
AGAP3,0.542067358,4
PDHA2,0.542112257,2
MYCBPAP,0.542169124,14
COL14A1,0.542171278,18
GRB7,0.54229846,7
ADAMTS1,0.542357781,7
NDRG1,0.542454811,3
SOLH,0.542472572,7
EZR,0.542847173,4
ODZ2,0.542858234,15
LYPD2,0.542947073,2
NUDT12,0.543213649,3
BRWD1-IT1,0.543220548,2
HDAC7,0.543229343,7
TNFSF11,0.543310102,3
BTBD1,0.543364119,3
GPATCH1,0.543439269,11
SLC25A15,0.543580448,2
ZHX3,0.543581237,6
INHA,0.543614562,3
C12orf76,0.543622141,2
CGN,0.543642063,15
DDX51,0.543782956,11
C8orf42,0.544068679,2
PHF21A,0.544149561,2
SUV420H2,0.54423603,3
PHKG1,0.544311737,7
CDH20,0.544350865,3
ZKSCAN5,0.544390059,2
CCDC53,0.54439966,2
SREBF1,0.544431284,5
MCHR1,0.544431819,7
HOOK1,0.544515523,5
TJP1,0.54453873,12
RAPGEF4,0.544542462,8
SART1,0.544551657,6
PDHX,0.544595222,8
ZNF321P,0.544775479,6
ZNF816,0.544775479,6
CDK12,0.544798718,9
OR1D2,0.545215472,3
FERMT2,0.545407458,4
ICAM1,0.545463744,6
ATP5H,0.54550943,3
ACCS,0.545645794,9
ARMC9,0.545687695,9
MYO1H,0.545781064,11
RAG2,0.545802687,8
KLF9,0.545834803,2
MOB3C,0.545902976,2
SMYD3,0.545918189,2
NUPL2,0.545925742,2
DPP3,0.545957731,7
ABLIM2,0.546009666,8
DENND2C,0.546015927,7
PRKAR1A,0.546033137,8
ACOT12,0.546111335,5
PCDH7,0.54612165,6
NOP56,0.546350909,4
WBSCR16,0.546372347,2
DMAP1,0.54647661,4
CDHR2,0.546600035,24
CREB3,0.546615023,5
CSTA,0.54663104,3
NXN,0.546735957,2
GLIS1,0.546748299,5
IFI35,0.546842612,3
ABCB4,0.546846024,9
RAE1,0.546962351,2
BICD2,0.547068901,2
TMEM140,0.547199745,3
TRIM24,0.547273635,3
LXN,0.547277779,8
OR6K6,0.547369694,12
CR1L,0.547719528,6
DLL3,0.547927815,6
PDAP1,0.547947714,2
VANGL1,0.548011728,7
POU6F2,0.548040197,4
EXOSC3,0.548170986,3
OR8B12,0.548261025,5
OR14A16,0.548445409,6
CCT8,0.548511809,7
C1orf129,0.548601515,9
NGDN,0.548805311,9
TECRL,0.548917358,2
RBM20,0.548929251,5
LIN37,0.549317121,2
BTNL9,0.549384777,4
IRF7,0.549447302,3
ACADL,0.549580682,4
STK33,0.549606855,7
FAM189B,0.549638743,10
AP4E1,0.549725924,5
GPR148,0.549730119,7
C14orf166,0.549888527,3
NR2C1,0.549912709,4
DOCK1,0.549997849,20
PPP1R12C,0.550004885,9
ZNF534,0.550028641,6
TOMM20L,0.550102865,3
MLIP,0.550196886,7
SEMA5A,0.550253458,18
RNF148,0.550317224,5
GAK,0.550455977,22
DUOX1,0.550470564,21
LDB3,0.550480561,13
CEP76,0.550687536,3
COLEC12,0.550690251,6
CCDC158,0.550724,14
ACAD8,0.550733832,3
MYO9B,0.550736186,15
ZNF549,0.550781319,7
SORCS2,0.550789011,22
KIAA1462,0.550864704,12
ACP5,0.550946726,3
ABCA11P,0.550986258,6
ZNF721,0.550986258,6
CEP63,0.550987366,6
SLC35F3,0.551053696,2
PPFIA2,0.551138387,5
EIF5B,0.551146046,7
DEFB1,0.55135318,4
EVI5,0.551436115,8
RPN1,0.551442418,6
PPAN,0.551613658,15
PPAN-P2RY11,0.551613658,15
LRPAP1,0.551685352,8
VPS53,0.55170428,5
LEAP2,0.551714155,2
ZNF263,0.551764734,10
ANKS4B,0.551786955,2
ATG2A,0.551787066,16
CYP4F22,0.551812537,15
TRIM17,0.551855193,3
FBXO16,0.551879334,2
OR2A2,0.55203481,2
SLC9A5,0.552157067,3
CEP78,0.552218399,5
ARID3A,0.552416742,3
INTS2,0.552424544,4
SPAG5-AS1,0.55248194,6
DGKI,0.552582511,5
HOXB2,0.552661527,4
NABP1,0.552668415,2
TMEM87A,0.55273096,2
LAMC2,0.552737769,15
GJB4,0.552790281,9
ATF2,0.552903747,3
ITGB3,0.552930003,6
SYCP2,0.553034429,15
C7orf50,0.553152619,8
KCTD7,0.553177817,5
OR6C1,0.553365307,4
DQX1,0.553398681,6
GRIK2,0.553556582,3
TRIM65,0.553755634,7
LYPD6,0.553862792,3
FBXO7,0.553950412,4
ZFP106,0.554109431,16
GPRC5C,0.554308253,4
HEATR4,0.554318251,20
FCRL6,0.554319218,14
GART,0.554385744,11
IL10RA,0.554428163,9
MSANTD1,0.554484424,2
C1orf159,0.554594813,2
TRANK1,0.554704072,17
RASGEF1B,0.554717518,4
CD48,0.55500591,2
ASS1,0.555024604,4
WDR87,0.555047813,10
TNFRSF4,0.555096711,3
NDST1,0.555123825,2
ABCG2,0.555308751,6
BMP10,0.555371172,3
PHC2,0.55544218,5
DBNDD1,0.555449781,5
RAD54L2,0.555482011,8
IWS1,0.555665553,4
CWH43,0.555670683,3
SAMD10,0.555964275,2
CYB5R1,0.555978001,2
ZC3H14,0.555979746,3
PKDREJ,0.555985037,26
UBR2,0.556006268,3
EIF4G3,0.556078167,11
C9orf43,0.556103253,3
IL2RB,0.556136419,6
COG6,0.556187734,10
S1PR5,0.556188924,4
FIG4,0.556203812,4
DONSON,0.556227479,7
OR5M1,0.556244689,4
RBM23,0.556339605,6
SMG8,0.556419634,11
PIK3C2A,0.556777153,10
DET1,0.556831558,6
C12orf10,0.557019356,11
MIER3,0.557186611,3
WDPCP,0.557190015,8
OPA1,0.557195,10
TRPC6,0.557316275,2
LYPLA1,0.557337526,2
ABHD3,0.557509226,2
CHGB,0.557561876,9
TP53INP2,0.557610032,3
CDH2,0.557627463,3
PCDHA1,0.557769833,51
LLGL2,0.557843933,22
NFATC2,0.557883355,9
GLIS3-AS1,0.557907889,3
TMEM52B,0.557974693,3
P2RY14,0.557988807,4
LY75,0.558202382,13
LY75-CD302,0.558202382,13
MMP2,0.558282069,11
ZNF70,0.558338803,2
RABEP1,0.558423142,2
ZWILCH,0.558514062,8
SHROOM1,0.558553672,6
QPCTL,0.55875441,4
YIPF2,0.558786267,2
TTC18,0.558856451,7
LRIG3,0.558862036,10
KCNIP4,0.558940248,2
NOC4L,0.558944734,15
DNAJC12,0.558949104,3
PIGK,0.55895869,4
SGPP2,0.55902783,4
OR7G3,0.559032734,5
ANKRD17,0.559037372,2
C9orf116,0.559045361,2
WDR33,0.559107719,5
MRGPRG,0.559188852,3
BRCA1,0.559240968,23
CALML6,0.559254227,4
B4GALT3,0.559456788,3
IQSEC1,0.559522047,11
PDE10A,0.559558982,3
OR5B17,0.559733737,9
BIRC6,0.559775342,14
KANK1,0.559930948,22
GYLTL1B,0.560004153,13
RUSC1-AS1,0.560103807,3
KLF10,0.560110154,3
KL,0.560120396,10
C4orf51,0.56036204,4
ANXA2,0.560452075,5
LRRC3,0.560651076,4
LARP4,0.560805812,6
ELAC2,0.560847666,4
ANKRD31,0.561024509,7
C3orf19,0.561031821,7
UPK2,0.561151537,5
WAPAL,0.561214915,4
SLC25A36,0.561223023,2
NRAP,0.561267702,24
SLC7A6,0.561279611,4
SNX13,0.561409469,2
DCD,0.561444119,4
DNAJB12,0.56147485,2
ATG7,0.561749322,6
ADAP2,0.561943615,4
SUFU,0.562116377,5
ABHD12,0.562163946,5
GABPA,0.562292694,2
CDK14,0.562421337,2
MNS1,0.562570641,5
C2orf61,0.562578434,2
CCDC136,0.562636869,9
TESK2,0.56267462,10
HHLA1,0.56270101,2
ADCK5,0.562704799,3
WDR6,0.562798782,10
KRT81,0.56281539,5
NAA60,0.563041717,3
ZNF710,0.563084183,3
HPS5,0.563090395,12
ASIC4,0.563090977,5
NUP54,0.563136803,2
ZNF366,0.56314793,5
TBX5,0.56318068,6
ARHGAP30,0.563343418,7
VSIG8,0.563511259,3
ATP6V1C2,0.563528466,6
C14orf105,0.563540238,9
TIAF1,0.563633803,3
LIMD1,0.563659124,2
NOL10,0.563920584,5
ERLEC1,0.563922479,6
EPS8L1,0.563992275,5
BCAT2,0.564081427,4
PCDHB11,0.564194287,4
CUTC,0.564200951,8
WDR31,0.564396858,4
FN3KRP,0.564533783,5
UGT2A1,0.564539904,11
NPHS2,0.564611255,2
KLF11,0.56472608,12
CNTLN,0.564778892,22
DENND2D,0.564779342,5
STAG3L4,0.564856355,3
OLFM3,0.565021311,2
GCFC1,0.565118189,2
GH1,0.565131845,2
ECT2,0.565242519,3
POC1B,0.565341984,9
TTC32,0.565445854,2
MLH3,0.565672544,13
PRICKLE2,0.565877001,3
ARL14,0.565930391,5
NAGLU,0.56603891,2
SERAC1,0.5660403,4
ASB16,0.566164254,7
NEFM,0.566257484,11
F2RL3,0.566336856,3
CES3,0.566413026,10
COMTD1,0.566469295,2
BRD8,0.5667269,8
TFAP2E,0.566986619,10
PWWP2B,0.566989794,3
ADAM2,0.566995958,12
QRFPR,0.567002414,6
ZNF644,0.567205428,15
MBLAC2,0.567210784,2
COX15,0.567246729,5
LACTB,0.567247092,5
LPHN3,0.567380781,3
ABCC8,0.567399005,8
CD70,0.567408159,3
USP29,0.567465916,10
AMACR,0.567473977,3
RAD51AP2,0.567515314,8
GTF3A,0.56751545,6
RB1,0.56752771,5
SLC22A11,0.567555635,6
C14orf169,0.567561015,5
PXK,0.567597178,4
FHAD1,0.567604065,9
FHL3,0.567630383,5
TSPAN31,0.567706996,3
MED12L,0.567775802,18
NOXO1,0.567948798,7
TOPBP1,0.567954961,13
ASCL3,0.567994861,3
GPRIN1,0.567999212,13
EEF1D,0.568132668,11
ZBP1,0.568229793,6
MEGF11,0.568240622,11
FSD1L,0.568312121,2
MTMR3,0.56837882,116
GPX3,0.568494724,2
ELP5,0.568616959,5
DYRK3,0.568717488,4
KRTAP11-1,0.568772062,2
C11orf9,0.568822425,8
NCAPG2,0.56883684,11
TTPA,0.569035089,3
OR2A5,0.569044621,5
ATP2A1,0.569070536,6
HMSD,0.569224184,2
DHRS7C,0.569289744,3
RYK,0.56930385,2
HIGD1C,0.569320954,3
YWHAB,0.569322204,2
TREML4,0.569343142,2
DAPK3,0.569352328,5
GM2A,0.569359077,2
CLEC9A,0.569423582,4
OC90,0.569465906,7
MAML2,0.569501914,13
XRCC4,0.569565038,2
NLRP2,0.569606262,10
ERBB4,0.56976469,4
RRP36,0.569879966,6
MFN1,0.570029886,2
GJB7,0.570038067,4
VCAN,0.570105631,30
ZMYM5,0.570163091,8
NES,0.570168732,5
C4orf40,0.57018224,5
FBN1,0.570240062,16
DACT1,0.570268592,7
HEATR3,0.570539171,4
USP5,0.570599675,5
SLC16A12,0.570825985,2
ARL6IP4,0.571006964,3
RECQL5,0.571042087,17
TAB1,0.571174583,11
DCT,0.571389571,5
P2RY2,0.571519945,4
ADAMTSL3,0.571558044,23
ELFN2,0.57158361,9
GAB2,0.571683222,9
KLRD1,0.571686195,2
LCA5,0.571751009,4
PSMA8,0.571843813,3
GPR156,0.572043422,13
IFI44,0.572164186,7
GABRR2,0.572244797,8
CCDC78,0.572249994,9
NDUFS1,0.572253173,9
KLHDC7A,0.572257266,3
TEX33,0.572275967,3
UGT2B4,0.572480775,5
ODF1,0.572483382,3
CYBRD1,0.572492808,4
HERC1,0.572496582,14
LRRC16B,0.572524333,8
TROAP,0.572530806,5
ERC1,0.572615942,10
MINK1,0.572632706,7
PACSIN2,0.572805807,3
CYSLTR2,0.572938567,3
DCTN2,0.573042031,5
MYO7A,0.573115581,30
RIC8A,0.573134562,5
DDX1,0.573160969,2
TNFSF9,0.573205271,2
EHMT1,0.573583584,16
VAT1L,0.573601565,5
BUB1,0.573690809,2
OR9G1,0.573712065,2
SMPD2,0.573724644,5
DNMT3B,0.573740413,5
VIPR2,0.57380277,3
VPS8,0.573846516,8
ECT2L,0.573854135,20
ANKRD35,0.573873365,25
TMEM108,0.573908652,5
EPB41,0.573916692,2
APP,0.57405793,5
MDH1B,0.57420863,8
NFE2L3,0.574209172,2
SEPT8,0.574318319,3
NUDT17,0.574497678,2
ALS2CL,0.574559394,21
PISD,0.574569299,10
ADAM29,0.574613556,3
CNNM1,0.574634598,3
ATP4A,0.574716674,10
MYT1,0.574740221,4
TBCE,0.574756033,10
FOXJ3,0.574965973,3
TMEM222,0.574978801,3
MCL1,0.575103293,4
KANSL3,0.57516558,4
SPATA18,0.575167379,11
SERPINE3,0.575362648,2
SDAD1,0.575373756,6
UBAP2L,0.575449911,2
MXD1,0.575526948,3
CCDC80,0.575538912,6
MAF1,0.57556888,2
THNSL2,0.575593087,7
DRD3,0.5756376,3
RBM26,0.575701292,2
TRERF1,0.575755715,9
MRPL40,0.575957381,3
CASP8AP2,0.575996482,6
KIF25,0.576084088,11
MS4A4A,0.576164315,3
GNA13,0.576196344,3
CEP85,0.576203052,7
SERPINB10,0.576206388,7
POLR3E,0.576233649,9
CCBL1,0.576310617,5
THBS1,0.576338701,10
SLC35C2,0.576350525,4
GPRIN3,0.576419651,15
SPEG,0.576770258,21
KIAA0494,0.577131279,5
HSPG2,0.577172116,53
IDO2,0.577247601,4
ORC3,0.577346985,5
SLIT2,0.577707531,13
PAX7,0.577729204,2
RELB,0.577739954,2
PER3,0.577754515,16
C18orf62,0.577797268,3
ANKRD34B,0.577873166,8
ITGAV,0.577884807,9
IQCG,0.577887977,7
IKBKB,0.578001704,6
SLC4A1AP,0.578092425,3
JPH1,0.578149355,8
HRASLS,0.578193285,5
NLGN1,0.578195231,5
NUP153,0.578205326,9
DHRS13,0.578234313,5
MRPL28,0.578285116,3
SMAD1,0.578286339,3
WDR41,0.578317417,7
MYOZ2,0.578337568,2
STPG1,0.578355565,5
RAD21,0.578633903,3
ZFP37,0.578804279,4
PPIL3,0.578863557,3
SSSCA1,0.578955312,2
CCDC88A,0.579147691,5
CPNE1,0.5793398,11
NUDT16L1,0.57936881,3
PDLIM5,0.579383908,3
EMP1,0.579384865,3
TMEM237,0.579418436,4
HCN3,0.57949383,12
SUN5,0.579577499,6
BEST2,0.579655592,4
KIAA1467,0.579791816,15
PTPRT,0.579796305,13
FGFR3,0.579859319,5
RPS27L,0.579947629,5
ADH4,0.579947727,2
NCOA2,0.58007408,12
SLC3A1,0.580164579,13
RHBDF1,0.580189662,8
ACTRT3,0.580218468,2
C9orf170,0.580294739,3
ANKRD33,0.580352153,5
A1BG,0.580408448,3
TMEM145,0.580439789,2
OR6X1,0.580519747,6
ZP3,0.580565119,3
METTL1,0.580652094,2
OR2Y1,0.580691403,4
CSPP1,0.58076562,9
ABI3,0.580822515,3
LPIN1,0.580857683,10
PCSK6,0.580951601,19
NRG2,0.58113477,4
XIRP2,0.581400507,45
SPATA2L,0.581480219,2
NME9,0.581553853,4
RALGPS1,0.581701093,5
ZNF454,0.581745164,2
ITGA10,0.581761315,13
ADCK3,0.581842809,9
KLF3,0.581875512,2
FAT4,0.581897568,48
ZBTB1,0.581973076,3
XRCC6BP1,0.582017047,3
CRYM,0.582017517,3
MCM10,0.582104929,7
GRIN3B,0.582138596,10
FAT1,0.582146106,59
GREB1L,0.582209549,2
TNRC6B,0.58222647,12
PRELP,0.582250074,2
PGAP1,0.582320289,6
CADPS2,0.582409218,19
DYNLRB2,0.582459528,2
KIAA0226L,0.58255356,7
PPP1R2P4,0.58255356,7
MCFD2,0.582745244,3
OR52D1,0.582863391,7
TRIO,0.582892452,16
EXTL1,0.583002888,9
LYPD3,0.583143411,3
HDAC11,0.583193839,3
STON1,0.583199566,10
NCL,0.583201902,3
TEX35,0.583251321,6
MKNK1,0.583429543,5
GJA9,0.583556217,5
MYCBP,0.583556217,5
SIRT1,0.583557248,3
ATP10A,0.583616747,15
GPR155,0.583617631,3
CHN2,0.58374713,6
DUSP13,0.5837848,9
MASP1,0.583956114,15
HTATIP2,0.583971352,2
BCL3,0.584205909,2
VEZT,0.584237319,9
KIRREL2,0.584544187,4
PCDHA12,0.584585356,18
KRTCAP3,0.584631309,4
TRIL,0.584646443,3
MVP,0.584660575,11
FAM196B,0.584753948,4
AGPAT9,0.584999165,3
MADD,0.585098656,17
HORMAD2,0.585180718,3
DDX47,0.585231989,6
WRN,0.58527869,17
TOR1AIP1,0.585462532,5
MRPS34,0.585487214,2
SERPINB13,0.58554614,4
OR13D1,0.585570272,3
OR6B2,0.58559629,2
SNED1,0.585709263,7
CCDC83,0.585791877,4
ATP13A3,0.585818172,4
RWDD3,0.585943975,4
CEACAM19,0.586108392,7
EFCAB13,0.586179068,8
TMEM199,0.586240138,17
KDM4A,0.586337283,5
CDH12,0.586476939,5
APCDD1,0.586629453,6
NHEJ1,0.586634274,3
TAF7,0.586754345,2
ZFPL1,0.586829326,4
B4GALNT4,0.586830559,6
RGS11,0.586839494,5
RUFY3,0.586954443,6
KRT24,0.586967388,14
CD3EAP,0.587008473,2
EPHB4,0.587132414,9
B3GAT1,0.587152964,4
LYSMD3,0.587266274,2
LPCAT2,0.587462369,6
IQCD,0.587500713,5
SENP5,0.587581429,5
MGAT3,0.587609662,2
TATDN2,0.587657896,7
SLC35D2,0.587989744,3
C1orf131,0.588062407,4
C2orf51,0.588121267,2
BUB1B,0.588180799,8
PAX9,0.58830802,4
SPATA3,0.588335242,3
MLL5,0.588362114,6
PPM1F,0.58836579,4
ZBTB7C,0.588451182,6
C11orf40,0.588475111,4
OR8D4,0.588511561,6
NKX6-1,0.588603489,2
SMC6,0.588655578,13
SC5DL,0.588732097,5
MOGAT3,0.588849832,4
PCYT1A,0.589144346,8
TNFSF15,0.589194494,2
KRT40,0.58921961,4
DPYSL4,0.589505921,5
KIAA1024,0.589522445,12
COPG1,0.589606426,3
GLYATL2,0.589623662,4
WBP11,0.589664488,2
KIAA0040,0.589694844,2
CLEC2D,0.589748369,4
DZANK1,0.589754652,3
C2orf40,0.589767402,3
PDE12,0.589791586,2
NIPAL4,0.589809652,3
TRPC1,0.589829256,2
IGHMBP2,0.589958857,19
LSM14A,0.589982763,4
KLHL8,0.590011134,5
CYP4F8,0.590102836,4
LEPRE1,0.590141829,9
PRAM1,0.590185749,5
GXYLT2,0.590273478,5
OR10K2,0.590460088,5
SCGB1D4,0.590509896,3
STAB1,0.590544191,33
C9orf117,0.590576725,13
PEX5,0.590690226,6
DCAF13,0.590755699,8
ENTPD2,0.590809592,3
TALDO1,0.591070776,5
NT5C1B-RDH14,0.591149034,10
ZNF860,0.591217223,2
LRCH1,0.591318547,5
SYNJ2,0.591614781,25
C2orf42,0.591724445,9
GALNT3,0.591779228,8
ADAM32,0.591824607,9
RDH5,0.591844077,5
SCN5A,0.591984833,14
CHPF,0.592121737,10
COA3,0.592177818,7
VPS33A,0.592199089,5
